name,role
Carol Ferri,speaker
Joe Garland,conductor
Robert W. Taylor,speaker
Ballet Folklorico de Mexico,folk dancer
Thomas J. Kettle,speaker
Charles Edward Robertson,actor
Neal Rhodes,speaker
Morris Rosenfeld,reciter
Alvin Brehm,conductor
Fayard Nicholas,tap dancer
Bobby Rogers,conductor
David N. Childs,conductor
Richard Burgin,conductor
Irene Buczynskas,dancer
Robert Merrill,host
Laura Bueermann,speaker
Reverend J.E. Mason,speaker
Jenna Keehn,narrator
Jack Chomsky,conductor
Grace Levy,actor
S.L. Richardson,actor
Sarah Bonsignore,conductor
W. Howard Pillsbury,speaker
Peter Perrin,conductor
Rhonda Hamilton,host
Elena Peres,conductor
Judy Kaye,actor
Tai Lihua,dancer
John Yoon,conductor
Helfrid Foron,actor
Cyril Scott,conductor
Michael Englar,conductor
Dan Bishop,conductor
Howard H. Hoping,actor
M. Muehlert,conductor
Del Ray,magician
Tony Lopresti,mime
Robert E. Palmer,conductor
Rudolph Thomas,conductor|director
Harley M. Kilgore,speaker
Reverend Charles Cuthbert Hall,speaker
Sanford Seeger,actor
Frederick G. Patterson,actor
Ezra Laderman,conductor
Felix Jaeger,conductor
Thomas Vaethroeder,actor
Encarna Ruiz,dancer
Joseph Cotignola,conductor
Enrique Vizcaino,conductor
Joe Hardin,conductor
Adamosa Tetebahbundung,actor
Sophie Maslow,dancer
Fabio Luisi,conductor
Isaiah Jackson,conductor
Henry Barfoot,actor
Edward Madden,conductor
Ruroy Sibley,speaker
Albert Kerfert,actor
Joe Bossom,speaker
George Shick,conductor
Jody Waldron,speaker
David John Ifkovits,conductor
Cheryl Dupont,conductor
John Philip Newman,speaker
David Mannes,conductor
Curtis James,dancer
Fanny Brice,comedian
Verna Watson,dancer
Barbara H. Barstow,conductor
Marcia Joy Funk,dancer
Amelia Rose,actor
Scott Starrett,presenter
Sudha Chandaran,folk dancer
William Cary Sanger,speaker
Farinaz Safavi,speaker
Robert Henry Whitcomb,actor
Hun-Joon Park,narrator
Pierre St. Leger,dancer
Reverend John S. Middleton,speaker
Mark Hegreness,conductor
Jason Cheskawich,conductor
Alberto Bimboni,conductor|presenter
Donald York,conductor
Terry Lee,pipe major
Bridgett Hooks,speaker
Paul Stassevitch,conductor
Sir Harrison Birtwistle,speaker
Patrick Conway,conductor
Frank Neal,dancer
Brian Rose,speaker
Fannie Hurst,speaker|host|narrator
Allan D. McLean,actor
Annabelle Gamson,dancer
Harry Sloan,actor
Sebouh Abcarian,conductor
Roberta Bushell,reciter
Adam Bodony,conductor
Lucy Burns,speaker
Lorne Michaels,speaker
Elizabeth Wilmot,actor
M. Puls,dancer
Hiram L. Friedlander,conductor
Dr. Garry Froese,conductor
James L. Miller,conductor
Hadassah,dancer
[first name unknown] Lefevre,actor
Reverend E. R. Hendrix,speaker
Lauren Jakubowicz,speaker
Dr. Sheila Blume,speaker
Charlotte Bergen,conductor
Danielle Orlando,conductor
Don Felice,conductor
Marilyn Horne,speaker|actor|host|panelist
Robert H. Wyld,actor
Mike Lipe,conductor
Marcella Sembrich,speaker
Reverend Randolph H. McKim,speaker
Simon Komirny,conductor
Anna Berger,actor
Edward Gattsek,conductor
John Lind,conductor
Lucie Wilhelmina Hoelz,speaker
Glenn Parker,director
Atty Van Den Berg,dancer
Xian Zhang,conductor
Edgar Stowell,conductor
Nina Polsley,dancer
Makoto Fujimura,painter
Betty Pacetti,dancer
Dennis Coleman,director
Geoffrey F. Morgan,speaker
Robert B. Roosevelt,speaker
George Manahan,conductor
Marcia P. DeWitt,actor
Richard Schulze,conductor
Long Long Kang,conductor
Kenneth Spencer,speaker
Benoit-Constant Coquelin,speaker
Wilfred C. Bain,conductor
Mathilda H. Kaeppel,actor
Paul J. Christiansen,conductor
Domicio da Gama,speaker
Fabio Mechetti,conductor
Charles Stewart,actor|speaker
Fausto Cleva,conductor
Lucy Cotton,actor
Ramsey Clark,speaker
Martha Lembeck,director
Arlene Graham Sparks,conductor
Robert Hickok,conductor
Stepas Sodeika,conductor
Albert Hoser,speaker
Simon Tarr,video artist
Marguerite Gilliaume,dancer
Kazuhiko Komatsu,conductor
Kelle Shawn Oberle,presenter
Eleanor Barker,dancer
Noel Coward,narrator
Dr. Gladys Grindeland,conductor
John R. Lockney,actor
[first name unknown] Delamothe-Christin,narrator
W. Percival Chubb,speaker
Cheryl Krugel-Lee,conductor
Harold Hesser,dancer
Tom Fitzpatrick,conductor
Edward Corsi,speaker
Frank Cappiello,speaker
Kirsten A. Hughes,conductor
Mildred Avery,dancer
Luis Mauricio Carneiro,conductor
Lorenzo Pupilla,conductor
Dr. Nathan Francis Krass,speaker
Neil H. Bowles,speaker
Carol Alt,host
Enrique Fernandez Arbos,conductor
Laxmi Chhaya,dancer
John Woodward,speaker
G. O'Hara,speaker
E. Alessio,conductor
Frank J. Kegel,actor
Reverend Thomas J. Hickey,speaker
Adeline Rotty,dancer
Ethelyn Sparfeld,conductor|director
W. Long,actor
William Torrence Stuchell,speaker
Martin Block,host
Shepard Barclay,speaker
Garry S. Sklar,speaker
David Dempewolf,video artist
David Gimenez,conductor
Herbert E. Mann,actor
David Zerull,conductor
Walter B. Simpson,actor
William B. Farrell,speaker
Joseph Fischetti,conductor
James MacMillan,conductor
Oscar Raywood Tares,actor
Kim Wonders,conductor
George Alexander Albrecht,conductor
Pete Terrace,conductor
J. M. Jones,actor
Alex Farrington,narrator
Frederick J. Scales,actor
Douglas Southall Freeman,speaker
Helen Schneider,dancer
Marguerite Thyvaert,dancer
Kaija Saariaho,speaker
Adolph Rothmeyer,conductor|speaker
John Most,actor
Rie Ogura,ballet dancer
Maria B. Alonso,actor
Dean Anderson,conductor
Claude Rains,narrator
Timothy Peter,conductor
Victor van Ghele,conductor
Mary Harriman,actor
H. Frank Getchell,actor
Myoko Lotto,speaker
Lucille Walsh,dancer
Dr. James H. Dillard,speaker
Matthew Guyer,speaker
Charles Jones,conductor
Philip Bosco,actor|narrator
Hunter March,speaker
Gaston Bloch,actor
Marie Girones,dancer
Laura Wall,actor
Youssou N'Dour,host
Luther J.B. Lincoln,speaker
Robert Bonner,actor
Rebecca Perrin,dancer
A. Leo Weil,speaker
Arthur V. R. Thompson,actor
Miles Farrow,conductor
T. Elton,actor
Robert Earl Jones,actor
Karl Carstens,speaker
William S. Langer,speaker
Edwin S. Smith,speaker
Maria Theresa Fauci,speaker
Jeremy D. Jones,conductor
Ethel Mount Mozar,dancer
Henry Rollins,moderator
Larry K. Ball,conductor
Homer F. Taylor,speaker
Charles F. Roe,speaker
Pablo Heras-Casado,conductor
Billy Graham,speaker
Eda Bruna,actor
Freeman D. Bewley,speaker
Christiaan Schoombie,actor
Marcel Journet,actor
Martin Bresnick,conductor
Virginia Beardsley,dancer
John W. Abercrombie,speaker
Martin Neary,conductor
Sanford L. Miller,actor
Brian A. Peterson,speaker
M.R. Stefanik,speaker
Rhea L. Dornbush,speaker
John A. Hoppe,actor
Billy Connolly,comedian
Marcellus T. Hayes,actor
John Deliman,conductor
David Strathairn,speaker
John Mitchell,speaker
Dmitri Liss,conductor
Vicente Cubillas Jr.,reader
Henry Cushier Raven,narrator
Alan King,host|comedian|narrator
Charlotte D'Amboise,speaker
Scott L. Collins,conductor
Mykola Katsal,conductor
Reverend Hyung Hoon Kim,speaker
Fernando L. Cabello,conductor
Robert Montgomery Richter,actor
Chang Il Nam,conductor
Bryan Buffaloe,conductor
Sophie Sanders,presenter
Jeannot Hostmann,speaker|presenter
Walter S. Carter,speaker
F. K. Sprague,actor
Ted Johnson,host
Franklin H. Giddings,speaker
Mattia Rondelli,conductor
George W. Butt,speaker
Danilo Aviles,conductor
Joseph S. Smith,speaker
Philip Pearlstein,speaker
Zulema Pedroso,dancer
William J. Deevy,speaker
Charlotte Bannon,actor
Sandra Vandertulip,conductor
Francis Barnard,narrator
Jessie Ellen Vann,speaker
Terry Von Hightower,actor
Richard D. Johnson,conductor
Rex Bickmore,actor
Anna Howard Shaw,speaker|host
Dudley E. Oatman,actor
Josef Toft,conductor
David Drinkwater,conductor
Mark Simone,host
Mark Gould,conductor
James P. Rouintree,conductor
Pamela Levy,conductor
Gustav F. Kogel,conductor
Herman Eichhorn,speaker
Shira Stern,speaker
Diane Crawford,dancer
Paul Specht,conductor
William Anderson,conductor
Peter Owens,speaker
Dorothy Oulcott,dancer
Thomas Joseph Thorp,actor
Maurizio Pollini,speaker
Clive Gillinson,speaker|host|moderator
Theressa R. Lyles,conductor
Antoine Schaefers,speaker
Ed Forst,speaker
Ferdinand Freiligrath,speaker
Florence Kahn,actor
Jae Won Yang,conductor
Eugene Mirman,comedian
Daniel Frohman,presenter
Percy G. Williams,actor
Julia Ward Howe,speaker
Renato Magni,dancer
Robert Edeson,actor
Reverend Howard Agnew Johnston,speaker
Adam Lehotay,dancer
Gregoris Semitekolo,actor
Laercio Diniz,conductor
Carla Hall,speaker
Jay Blackton,conductor
Jean Behl,dancer
Arturo O'Farrill,conductor
Werner Klemperer,actor|narrator
Edgard Varèse,conductor
Robert C. Ogden,speaker|host
Eileen Vail,dancer
Morgan Hewitt,actor
Maddy Rosenberg,presenter
Damien Crutcher,conductor
Paolo Bortolameolli,conductor
Herman Cornejo,ballet dancer
Gillian M. Brummell,speaker
Isidor Glotzer,speaker
Rudolf Buchbinder,speaker
Ralph Morgan,actor
Christian Badea,conductor
Dr. Blake Richardson,conductor
Dorless Wilkin,actor
Minnie Fink,actor
Anthony Bavota,conductor
Marjorie Ayres Best,actor
B.T. Harvey,speaker
John Hays Hammond,speaker
Edwin H. Hughes,speaker
Reverend William Carter,speaker
Reverend Granvill Hunt,speaker
Richard Johnson,host
Charles P. Steinmetz,speaker
Ethel Conroy,dancer
Frederick Schang,speaker
George Kanter,comedian
Wayne Pyle,actor
Francis Doelger,actor
Dino Di Luca,actor
Herkie Styles,comedian
T. Arnold Hill,speaker
Jack Ryan,actor
Don DeLillo,speaker
Zoe Edmond,actor
Keith Brion,conductor
Gannady Khazanov,comedian
Salvador Mas,conductor
Margaret Hoffman,actor
Jason Miles,conductor
Reverend J.F.X. O'Connor,speaker
Henry Louis Gates Jr.,speaker
L. Buhmann,dancer
Lisa Ling,host
Jon Robertson,conductor
Michael Mascari,conductor
Carolyn Glen,actor
Carmen Mantilla,actor
Robert H. Booth,actor
Archibald A. McLeod Jr.,actor
Reverend Patrick J. Hayes,speaker|host
Mbonu Ojike,speaker
Albert-George Schram,conductor
Drew Harris,actor
Charlotte Lamberton,dancer
John Oakley Radway,actor
Anthony H. Bailey,conductor
Shirley Thayer,actor
Renee Veneziale,actor
Dora Dean,dancer
Mark Epstein,dancer
Yaron Aharon Moshel,speaker
Rafael de Penagos,speaker|reciter
Masaaki Suzuki,conductor
Erich Wangeman,conductor
Mohammed Murad Sarkhosh,director
John Sloane Jr.,actor
Tim Conway,comedian
Dwayne S. Milburn,director
"James ""Doc"" Carlson",conductor
Jolanta Hickey,conductor
[first name unknown] La Porte,actor
Paquito D'Rivera,conductor|host
Edward R. Koch,speaker
Randall Coleman,conductor
Sonny Chalif,dancer
George Wright,actor
Joe Ellis,ballet dancer
William Purvis,conductor|speaker
Leopold Mannes,speaker
Ken Rawdon,conductor
Virginia Hume,dancer
Julio Ponce de Leon,actor
Lucy Becque,mime
Arnold Epley,conductor
Louis Burkot,conductor
Vanessa Redgrave,reader
William Bourke Cockran,speaker
[first name unknown] Schmitt,actor
Michael Stringer,conductor
Al Leone,conductor
Evelyn Semon,dancer
H. Hovannes,actor
Angela Menna,conductor
Roby George,conductor
Jacqueline Humbert,reader
Austin Strong,host
Irma Jellinik,actor
[first name unknown] Montrose,acrobat
Lea Rabin,speaker
Elton Lugay,speaker
Xenia Makletzova,dancer
Marie Kingdon,actor
George W. English,actor
Aurelie Poiret,speaker
Peter Czerner,dancer
Eugene LaBarre,conductor
Gary Sheldon,conductor
Philip Morrison,speaker
Steve Cheifetz,speaker
Sally Whitely,conductor
Daniel Aleman,conductor
Nora Hatch de Forest,speaker
Arthur E. Levine,speaker
Sir Gilbert Levine,speaker
John Cardinal O'Connor,speaker
Robert McBain,conductor
Lee Crochet,conductor
Pyotr Ilyich Tchaikovsky,conductor
Lawrence D. Flanagan,speaker
Florence Blucher,dancer
Thomas Leist,speaker
Alfred Martin,reader
Joseph Durant,actor
Margarita Gainsborg,conductor
Louis Bliss Gillet,actor
Pat Kelly,conductor
John Marley,actor
Hortense Kooluris,dancer
Gilbert Johnston Hurty,actor
Daniel E. Wesley,conductor
Alfred Ayres,speaker
Oliver Rathkolb,panelist
Roger Wagner,conductor
William Randolph Hearst,speaker
Roger Breland,speaker
Rollo Dilworth,conductor
Andia Winslow,performance artist
Edwin D. Mead,speaker
John Barnett,conductor
Julius La Rosa,host
G. Heathe Gregory,actor
Hugo Ries,actor
Alan Alda,speaker|narrator
Morton Subotnick,conductor
Kathleen Donovan-Warren,conductor
Barry Levitt,conductor
Dae Ryun Chang,speaker
Cathy Olinger,conductor
Francis Joseph Flood,actor
Laura Vinci,dancer
M. Hundycz,conductor
Sean C. Noah,conductor
Sir Andrew Davis,conductor
Alice Goebel,dancer
Yu Sun Kang,dancer
Solomon Asser,speaker
Dick Shawn,comedian
Margery Deutsch,conductor
Reverend Charles M. Alexander,speaker
Arthur H. Hoffman,conductor
Louise Schulman,conductor
Robyn Gangi,conductor|speaker
James Dragovitch,conductor
Akeo Watanabe,conductor
Margaret Hassell,performance artist
Kadeem Hardison,actor
Rex Weber,actor
Doug MacMillan,speaker
Walter Beck,actor
Arnold Garza,conductor
Scott Allen Jarrett,conductor
Thomas Messer,actor
Henry Bayard,actor
Pablo Zinger,conductor
Shane Leslie,speaker
Herbert A. Boas,actor
Chalmers Clifton,conductor
Will S. Munroe,speaker
Peter Gogolak,speaker
Egerton L. Winthrop,speaker
Irone Masiola,dancer
Adam Crane,presenter
Rob Berman,conductor
Oscar Straus,conductor
Henrietta Benbow Elliman,actor
Diego el Cigala,flamenco singer
Helen Varick Boswell,speaker
Peter James Muldoon,speaker
Gilbert White,actor
Chae Hoon Park,conductor
John F. Yesulaitis,conductor
Frank Jones,actor
Douglas Rose,conductor
Michael Gold,speaker
Reverend John A. Singmaster,speaker
Don Horisberger,conductor
Fred G. Clark,speaker
Adeline Hiatt,actor
Yande Codou Sene Sene,griot
Wayne Bliss,conductor
Joyce Peloubet,dancer
M. S. Novik,speaker
Edward Thompson,speaker|host
Francis Veath,dancer
David Scott,speaker
Walfredo J. Leon,speaker
David Ushery,host
Dana Pradervand,conductor
Toru Miura,conductor
Edla Soller,conductor
Julius L. Chambers,speaker
Harvey Fierstein,actor
Marjorie Niessenson,dancer
Christopher Quiban,dancer
Angel Garcia,dancer
Ron Wells,conductor
Burke Lokey,conductor
Edith Hadden,dancer
Maxwell McCullough,director
Grace Leeds Darnell,conductor
Tony W. Cason,conductor
Nolia Trammel,actor
Edward M. Ellis,actor
Dorothea Buchholz,dancer
Marie V. Kilgore,dancer
Jerzy Kosek,conductor
Benjamin Zander,conductor
A. Wortmann,conductor
Jack Gilford,actor
Nadia Boulanger,conductor
Miltiades Caridis,conductor
Jose Barrera,dancer
James E. Murphy,speaker
Mark Saenz,conductor
Reverend Thomas R. Slicer,speaker
Erin Scoglio,sign language interpreter
Walter Brower,speaker
Vanessa Sonon,dancer
Angel Lam,narrator
Lee Hirsch,speaker
Bruno Bartoletti,conductor
Tashamira,dancer
Rudolph Ganz,conductor|speaker|narrator
Charles S. Thomas,speaker
Gladys Mace,actor
Max Baer,actor
Judith Evans,conductor
Julius Rosenberg,conductor
Cristiana Facchini,moderator
Norman J. Coudert,actor
Reverend Ollie Wells,host
Shirley Childress Saxton,sign language interpreter
Clinton H. Utterbach,conductor
Cynthia Hoffmann,presenter
Tracy Warby,conductor
Eleanor McCoy,actor
Julien Bryan,narrator
Melissa Elizabeth Torres,speaker
Robert F. Fumo,speaker
Gordon Connell,actor
Andrea Ramsey,conductor
Carlo Pellegrini,host
Thomas A. Singletary,conductor
Nicki Lee Foster,speaker
Charles S. Leikert,actor
Abraham Kaufman,actor
Mary Schwandt,dancer
Kathryn Moore,actor
Daisy Cruz-Richman,speaker|host|presenter
Hannah Easter Murray,actor
Neva Atkinson,speaker
Herman Wohl,conductor
Tamara Hudgin,conductor
Rebecca Prater,conductor
Matthew Lazar,conductor
William G. Ewing,speaker
Philip James,conductor
Herbert Parsons,speaker
Jessica Corbin,conductor
Andrew Raeburn,narrator
Young Rok Kim,conductor
John R. Rafter,speaker
Bathsheba Askowith,actor
John Delmar,dancer
Blanche Gutman,reciter|fencer
Shuji Yajima,conductor
Frank T. Molony,speaker|director
Marina Heredia,flamenco singer
John M. Kuypers,director
Katharine Bushnell,actor
Benjamin Berry,conductor
Victoria Tennant,actor
Clifford La Mont,actor
Kay Seal,dancer
Salvatore Guida,dancer|mime
Jevetta Steele,actor
George F. Boyle,conductor
Thomas Whitman,director
William McEvitt,conductor
Samuel Sterner,conductor
Bart Starr,conductor
Sun Ra,conductor
Karl P. Adler,speaker|presenter
Matthew Woll,speaker
Edward Chalif,dancer
Barbara Martinez,flamenco dancer
Brian Collins,director
Christian Smythe,director
Bruce Edward Hall,narrator
Mark Mutter,conductor
Max Gomez,host
Alan Corelli,host
Reverend George A. Crapullo,speaker
Harold Joseph Leak,speaker
Samuel Prince,speaker
Aida Rifkin,dancer
Henry A. Kelly,speaker
Dr. Martin Buber,speaker
Bill Terry,host
J. Foster Barnes,conductor
Charles S. Zimmerman,speaker
Michael Haney,actor
Dr. Thomas Edward Green,speaker
Alma Gluck,speaker
Emma Elise West,actor
Scott Lindsay Johnson,dancer
Kitty Sullivan,actor
Angelo Sellaro,fencer
Samuel Bill,conductor
John B. Schamus,speaker
Theodore E. Burton,host
Jack Elliott,conductor
Reverend Charles A. Briggs,speaker
Joseph E. Maddy,conductor
Josef Doeller,conductor
Oliver C. Wagstaff,actor
Shenly Henry,dancer
Peter A. Sheil,speaker
Kathleen Slagle,dancer
Susan Olsen Maren,conductor
John MacLeod,conductor
Jacob Wendell Jr.,actor
Reverend John Lancaster Spalding,speaker
Paul Reed,actor
W. Fleming Black,actor
Karl Reiland,speaker
Mallick J. Fitzpatrick,speaker
Catherine Oxenberg,actor
Kalani Silva,dancer
Eckhard Pfeiffer,speaker
Chris Gillespie,conductor
Leon Gellman,speaker
Martin V. Merle,actor
John F. Hylan,speaker
Leah Barbe,actor
Gaby Cook,dancer
Charles M. Canedy,actor
Beatrice Abbey,actor
Thomas R. Smith,conductor
Alex V. Campbell,speaker
Mami Kosemura,video artist
Joe Sargent,actor
Satish K. Babar,speaker
E. M. Woolley,actor
Reverend James M. Howard,speaker
Irving Kligfield,conductor
Lasse Holmqvist,host
Kristine Costello,conductor
Edward M. Grout,speaker
Sean Deibler,conductor
Daniel Asia,conductor
Sophia Sulzbach,actor
Brie Alexander Abbe,speaker
Almet F. Jenks,speaker
H.C. Piercy,actor
Julie Beckham,actor
Paula Zahn,host
Bruno Markaitis,conductor
Alan Bott,speaker
Donald Gay,speaker
Abel L. Schiff,actor
David Westin,speaker
Robert J. Just,conductor
Hugo Nati,conductor
W. Gabriel Carras,speaker
Yurek Lazowsky,dancer
Jonas Turkow,speaker
Toni Blackman,rapper
George Russell,conductor
Lawrence Corio,conductor
Byung-Woo Kim,conductor
Linda Shoeman,speaker
Frances Hoctor,dancer
Juanita & Her Skating Champions,skater
Bicknell Young,speaker
Bob Chilcott,conductor
Hatsue Yano,host
David Wayne,actor
F. Charles Adler,conductor
James R. Bast,conductor
Gene Van,conductor
Albert Henry Romberg,actor
Olga Fernandez,dancer
Charley Andersen,conductor
Bernard H. Ridder,speaker|actor|host
Otto Suess,conductor
Irene Carrillo,actor
Lilian Neil,actor
Beverley O. Chang,speaker
Leopold Prince,conductor
Woodrow Wilson,speaker
Max Dolby,conductor
Sylvia Sidney,actor
Daisy C. Wood,actor
Robert Meeropol,speaker
Richard E. Smith,conductor
John A. McSparren,speaker
Gregory de la Haba,narrator
Gordon Heath,actor
Joseph A. Massaro,conductor
Franz Xaver Ohnesorg,speaker
James Tennessy,dancer
Richard Amoroso,conductor
Jeanne Moreau,reader
Miss [first name unknown] Robertson,dancer
Anita Zahn,dancer
Michael Higgins,actor
Mr. [first name unknown] Quill,actor
Charles Edward Russell,speaker
Robert Gause Bellah,actor
Wayne Cilento,dancer
Istvan Jaray,conductor
Cristian Grases,conductor
Dale Stokes,conductor
Edward Smillie,speaker
Ed Beach,host
David Chandler,actor
Ellen F. Pendleton,speaker
Nikon Zhila,conductor
Keith Wells,comedian
Walfredo Toscanini,speaker
Bryan Kolk,conductor
Hokulani De Rego,hula dancer
J. Wilson Lindsay,actor
Morris Carnovsky,actor
Roseanne MacKenzie,Irish step dancer
Dr. Frederick Bailes,speaker
Nizan Leibovich,conductor
Helen Ho,ballet dancer
Garen Nazarian,speaker
Fred S. Richards,actor
Bobby Crosby,conductor
