name,inst
Joan Manuel Serrat,guitar|vocalist
Russ Miller,vocalist
Cleveland Young,vocalist
Linda Martini,unspecified
Maria L. Paradiso,soprano
Jovanina Pagano,viola
Giovanna Bruno,vocalist
Michael Dash,baritone|countertenor
Carla Wesby,soprano
Vincent Oneppo,alto saxophone
Lee Roisum,baritone
Johanna Gadski,soprano
Jasmine Chen,piano
Ed Caine,clarinet|flute|alto saxophone
Robert Balluck,bass
Billy Shinevar,piano
Jeena Song,piano
Sofia Nowik,cello
Hyo-Jin Kim,piano
Corinne La Bar,piano
Paul Franklin,pedal steel guitar
Brace Negron,baritone
Igo Gutmann,tenor
Roberto Corciulo,vocalist|accordion
Erno Valasek,violin
Mara MacMahon,piano
Elizabeth Perryman,soprano
Bombino,guitar|vocalist
Brian Douglas,baritone
Siegfried Kobilza,guitar
Margaret Scott,soprano
Lisa Pike,French horn
James Mair,saxophone
Rosalind Gisladottir,mezzo-soprano
Girdutis Jakaitis,viola
Israel Rudolph Katz,violin
Julia Keltz,soprano
Jennie S. Choi,violin
Alexander Farkas,piano
Coleman Blumfield,piano
Stanley Persky,clarinet
Stella Wong,piano
Jill Van Nostrand,French horn
Jonathan Williams,French horn
Nicco Mazziotto,cello
Margaret Guy,piano
Belisario Lopez,flute
Won-Kyung Cho,violin
Hanna Golodinskii,soprano
Walter Kiesewetter,piano
Elizabeth Lands,unspecified
Young Ja Ahn,piano
James Hooker,vocalist|keyboard
Marko Ylonen,cello
Euj Jin Kim,bass
You-Young Kim,viola
Craig Hart,bass
Netty Simons,piano
Yuri Cho,violin
Aaron Dante Agulay,baritone
Antoinette Vigliotti,piano
Lucy Fitz Gibbon,soprano
Nathaniel Ximenez,piano
Monica Chung,piano
Eunice Chen,piano
Carrie Goldberg,piano
Philip de Blasi,cornet
Lidia Civetti,soprano
Uday Nadgir,piano
Nile Camai,piano
Wojciech Szymczewski,piano
Cecilia Hansen,violin
Ernest Chung,piano
Sumiko Murashima,vocalist|koto
Jerome Paley,tenor
Charles Reiner,piano
Franz Gruber,tenor
Julia Krasko,violin
Sarah De Lamater,piano
Earle Tuckerman,baritone
Vincent Sorey,violin
Michel Debost,flute
Adelle-Akiko Kearns,cello
Lawrence Power,viola
Edmundo Pina,trombone|percussion
Eric Phelps,cello
Cynthia Yeh,percussion
Ashu Kejariwal,alto saxophone|saxophone
Mark Puckett,piano
Amandus Zoellner,violin
Joshua Benevento,tenor
Lamissa Traore,tchatchara
Stanislav Khristenko,piano
Martin Wolff,piano
Alexander Goldfield,cello
Hong Huo,zhongruan
Tim Merle,drums
Virgil Thomson,piano
Paul Gershman,violin
Marty Grosz,guitar|vocalist|banjo
Michael Cavanaugh,piano|vocalist
Heinrich Warncke,cello
Malena Holly Keys,piano
Nobuhiko Yamada,piano
Simon Rady,vocalist
Ludwig Lanel,piano
Ryo Kawasaki,guitar
Julian Priester,trombone
Janice Weber,piano
Youn Jung Lee,cello
Marcis Jansons,bass
Miyoung Kim,piano
Molly Starkman,soprano
Aaron Blake,tenor
Chul-Ho Jung,drums
Stanley Kolk,tenor
Susan Shipplet Ashbaker,piano
Shelley Hartman,piano
Gus Hess,cornet
Wei-Chun Bernadette Lo,piano
Quinn Peeper,piano
Mikhail Senchurov,balalaika
Amy Ellerman,contralto
Iralene Swain,soprano
Kinga Augustyn,violin
Bella Davidovich,piano
Ja-Hye Koo,piano
Frank Wallace,bass|vihuela
David Krauss,trumpet|cornet
Anne Marie Wyks,piano
Brian Robertson,piano|unspecified voice
Gwen Beamish,piano
Albert Myara,unspecified voice
Priscilla E. Lee,cello
Maud Salvini,soprano
Talgat Mussabayev,baritone
Danielle Talamantes,soprano
Sara Murphy,soprano|mezzo-soprano|alto
Daria Leshchuk,alto
Paolo Travagnin,guitar
Mark Lopez,bongo drums
Eric Cheng,piano
Jane O'Donovan-Rossa,piano
Little Brother Montgomery,piano|vocalist
Katherine Keyes,mezzo-soprano
Suzanne Anderson,soprano
Svetlana Belsky,piano
Anna Seda Ambartsumian,violin
Bernice Riegelhaupt,piano
Kazuko Takeda,koto
Mirta Silva,vocalist
Al Brisbane,bass guitar
Kathleen Lawler,soprano
Brenda Clark,piano
Carl Flesch,violin
Isaacson Buteau,tenor
Dave Bennett,clarinet
Lewis Slavit,piano
Billy Childs,piano
Louis Fleury,flute
Kate McGarrigle,piano|vocalist
Hyun Jung Kim,violin
James Meyer,piano|organ|celesta
Stephen Solook,percussion
Karen Hunt,soprano
MengJie Xiong,piano
Abner Silver,vocalist
Katie Lam,violin
Frank Hoffmeister,tenor
Vincent Esposito,violin
R.J. Lewis,vocalist
John L. Hesse,tenor
Maxim Pakhomov,piano
Santi Arisa,drums|percussion
Patricia Danzig,soprano
Doctor Gabs,piano|vocalist
Anna Frinberg,piano
Philip Meyers,French horn
Herbie Hancock,piano|keyboard
Birgit Engell,soprano
Piotr Zgorzelski,double bass
Ron Davis,drums
Roman Liteplo,bass
Linda Thompson,folk singer
Margaret Mills,piano
Nodar Ekvitimishvili,double bass|bass guitar
Rebecca Harrold,piano
Steven Cohen,clarinet
Ensemble Chikuma,koto
Henry Janzen,viola
Narciso Ibáñez Menta,unspecified voice
Brandon Victor Dixon,vocalist
Eric Hudson,piano|drums
Shigeki Misawa,percussion
Pauline Oliveros,accordion
Geraldine Walther,viola
Helge Rosvaenge,tenor
Victor Von Halem,bass
John Duke,piano
Peter Orth,piano
Robert Holl,bass|bass-baritone
Todd Smith,vocalist
Martin Pierre Marsick,violin
A. Bosi,tenor
Ashley Bathgate,vocalist|cello
Willis Stevens,piano
David C. Logan,unspecified voice
Lisa Perry,soprano
Dagmar Koller,soprano
Richard Buhlig,piano
Claudia Cummings,soprano
Judy G. Landau,mezzo-soprano
Andrea Fullington,soprano
Ed Cuffee,trombone
Gilsse Campos,vocalist
Janusz Kubiak,cello
Shauna McCarthy,soprano
Irma Rogell,harpsichord
Henry Lussier,tenor
Amy Grant,vocalist
Gert Muser,baritone
Maryna Mazhukhova,piano
Mischa Elman,violin
Rey de la Torre,guitar
Isidor Wolfsohn,violin
Ivan Ilic,piano
Rudolph Thomas,piano
Jean Carey,piano
Jane Dressler,soprano
Charles Seemann,French horn
Steve Nelson,vibraphone|marimba
Perry Townsend,piano
Margot Feiner,unspecified voice
Kyle Saulnier,alto saxophone|double bass
Ansel Chang,piano
"Johnny ""Kid"" Contardo",vocalist
Elizabeth Johnson Knight,mezzo-soprano
Tian Qin,soprano
[first name unknown] Lyon,harp
Michael Dubnik,piano
Dill Jones,piano
Harriet Salerno,piano
Thomas Mapfumo,guitar|vocalist
Mari Kobayashi,mezzo-soprano
Harold Borden,tenor
Jabu Khanyile,vocalist
Eugenie Woo,piano
Caesar Samayoa,vocalist
Kate Smith,vocalist
Yunah Lee,soprano
Srbouhi Pantikian,violin
Adelaide Lander,piano
James Mahady,vocalist
John Creighton Murray,violin
Young Ju Kim,piano
Riccardo Doni,harpsichord
Dave Matthews,guitar|vocalist
Marta Krasova,contralto
Joselyn Drummond,piano
Sidiki Conde,vocalist
Roy Lennard,bass
Denise Patton,piano
Ania Dorfmann,piano
Zachariah Hickman,vocalist|bass clarinet|double bass|melodica|harmonium
William McDaniel,piano
William Dubinsky,violin
Josef Honti,piano
Michael Barimo,whistler
Joy Chi Wang,piano
Lynn Bechtold,violin
Tate Ramos,double bass
Debra Schild,flute
Joyce Ottinger,mezzo-soprano
Emil Gilels,piano
James Wynn,clarinet
Rodney Prada,viola da gamba
Sarah Crocker,violin
Paul Doktor,viola
Elliott Schenck,organ
Gyorgy Pauk,violin
David Weatherspoon,tenor
Darol Anger,violin|baritone violin
Rosa Caruso,piano
Ayako Gatheral,hand clapping
Becky Hill,vocalist
Jennifer Hsieh,violin
Balabanow Five,unspecified
Kenny Rankin,guitar|vocalist
Abbos Kosimov,doyra
Henry Lincoln Case,piano|tenor
Lois Wann,oboe|English horn|oboe d'amore
Archie Gunn,vocalist
Jimmy Buxton,trombone
Anna Devin,soprano
Lucia Forrest,harp
Anthony Hewitt,piano
Yury Tymchenko,unspecified voice
William Prud' Homme,piano
Norbert Brainin,violin
Pedro de Cordoba,violin
Steve Galloway,trombone
Ivan Rebroff,bass
Meinhard Prinz,piano
Satsuki Yuba,ocarina
Carissa Rysanek,piano
Dominick Laruccia,flute
Heather Zhang,piano
Josef Hagstrom,baritone
Sadie Nathan,vocalist
Nicole Sharlow Diaz,violin
Beryl Nightingale,oboe
Lorraine Feather,vocalist
Joel Silberman,piano|vocalist
Shu Chiu Yeh,soprano
Eleonore Scovill,soprano
Belle Newport,contralto
Marie A. Wayne,violin
Sasha Culbertson,violin
Marlene Hudson-Moon,alto
Felix Schmidt,cello
Sandra Kiraly,vocalist
Victoria Mushkatkol,piano
Joseph Varela,piano
Eric Burdon,guitar|vocalist
Zoe Cheshire,harp|Irish harp
Anna Karkowska,violin
Margaret Tait,cello
Isadar,piano
Alan Xing,piano
Kachiro Figueroa,violin
Buster Bailey,clarinet
Bert Ezzard,trumpet
Molly Quinn,soprano
Hector Oliveira,double bass
Al Gibbons,saxophone
Charles Albert Baker,piano|organ|harpsichord|cembalo
Ashley Fripp,piano
Marta Gomez,guitar|vocalist
Hannah McDermott,mezzo-soprano
Steve Ross,piano|vocalist
Selma Bojolad,mezzo-soprano
Seo Yon Park,violin
Donald Brown,baritone
Andy Figueroa,vocalist
Gerry Neiwood,woodwinds
Stephan Forck,cello
Constantin Bogdanas,violin
Rumi Fish,violin
Irina Faskianos,flute
Karen Akers,vocalist
Minkyung Park,unspecified voice
David Bryan,guitar|piano|vocalist
Minkee Sung,violin
Takeo Inabata,baritone saxophone
Sunny Joy Langton,soprano
Wolfgang Schulz,flute
[first name unknown] Hausl,unspecified voice
Tokyo Ocarina Philharmonie,ocarina
Barbara White,mezzo-soprano
Rafael Espinel Rico,vocalist|percussion
Lucille David,contralto
Yusif Eyvazov,tenor
Daniela Liebman,piano
Ashoka Thiagarajan,violin
David Ramos,trumpet
Robin Green,piano
Arcade Richard,harmonica
Tanya Bertier,mezzo-soprano
Grace Moore,soprano
Bonnie Ma,piano
Kirk Benson,piano
Erin Carr,soprano
Mariko Furukawa,piano
Alberto Bachmann,violin
Horace Boyer,piano
Steven Blier,piano|cembalo
Gilda Joffe,violin
Gerry McCarthy,unspecified
Magdalena Kozena,mezzo-soprano
Barbara De Deo,soprano
Elizabeth Sanders,soprano
Vladimir Maric,tenor
Alec Massey,bass
Katia Paschou,soprano
Ray Perkins,piano
[first name unknown] La Shan,vocalist
Felix Lamond,piano
Anne Protto,soprano
Naoko Nitta,piano
Marilyn Maye,vocalist
Yoko Gilbert,violin
Yvette Bader,violin
Jin-Hee Park,piano
A. Norman Carhart,piano
Ernesto Bacallao,vocalist
Fred Griffen,French horn
Glenn May,piano
Nare Hamalian,piano
Sang Mi Park,soprano
Mrs. [first name unknown] Buckley,unspecified voice
Shuang Chen,tenor
Arthur Berg,baritone
David Hagee,trombone
Martin Herman,piano
Nigel Rollings,organ
Robert McDuffie,violin
Rita Coolidge,vocalist
Odette Noslier,soprano
Joel Timm,oboe|English horn|oboe d'amore
Hamid Motebassem,tar
Laurent David,tenor
Josefina Aguilar,contralto|alto
Sabrina Lastman,vocalist
Cindy Huang,piano
Attilio Bianco,English horn
Mimi Corey,viola
Maria Iandolo,piano
Heidi Moss,soprano
Aleksei Sultanov,piano
Yun-Chin Zhou,piano
Young-chul Chang,tanso
Zhengyue Guan,cello
John Anthony,baritone
Hanna Schwarz,mezzo-soprano
Marie Hohfeler,mezzo-soprano
Tracy D. Prentice,tenor
Joan Tower,piano
Felix van der Gucht,violin
Musa Vincent Mtetwa,keyboard
Jerome Capeille,oboe
Rafael Bullumba Landestoy,piano
Rebecca Garfein,mezzo-soprano|cantor
Sarah Tuan,piano
Zach Williams,vocalist
Claudio Jaffe,cello
Aubrey Bryan,tenor
Dicky Wells,trombone
Felix Amstel,unspecified
Karl Harrington,tenor
Hsi-Ling Chang,piano
Brooke Brennan,vocalist
Nathalie Stutzmann,contralto
Vera Franceschi,piano
Trevor Ochieng,violin
Vivian Burdick,oboe
Nicholas Rao,violin
Thelma Hunter,piano
Rudy Serna,unspecified
Jane Paik,piano
Janet Brady,violin
Scott Treibitz,piano|organ
Mark Egan,bass
Ron De Fesi,bass
Jan Hagiwara,percussion
Adelaide Klein,vocalist
Alessandro Dolci,tenor
Daniel Gaisford,cello
Cynthia Mintz,cello
Edith Wiens,soprano
Dawn Buckholz,cello
Vanessa Charles,piano
G.A. Holm,baritone
Walter Kaiser,drums
Rocco Granata,vocalist
Alessandro Mazzamuto,piano
Steven Moore,bass|baritone
Walter L. Bogert,unspecified voice
Caldeira Moderneers,steel drums
Hristan Dragnev,drums
Jerry Segal,drums|percussion
Claire v.g. Thomas,piano
Olga Bloom,viola
Simone Riksman,soprano
Liliko Maeda,flute
Yezhi Ke,tenor
Yunhwa Song,flute
Leila Young,piano
Carlos Tarcha,percussion
Renana Gutman,piano
Sang Kyung Kim,tenor
Charlie Shen,piano
Inna Zaleschikova Gilmore,flute
Joan Schwartzman,flute
Stuart Breczinski,oboe
Ruth Topacio,piano
Ashley Cho,flute
Alan B. Woy,clarinet
Alice Godillot,soprano
Louis Lortie,piano
Eliko Akahori,piano
Carl Eduarde,violin
Ronnie Mitchell,guitar
Ayumi Kanno,soprano
Chick Corea,piano|electric piano
Carlo Taranto,vocalist
Anita Minassian,piano
Anatoly Solovianeko,tenor
Harry Mayer,piano
Alexander Anyalai,unspecified
Mrs. Jan Meyerowitz,piano
Luis Yane,unspecified
Sang-In Lee,cello
Cecila Agnes Delano,soprano
Emma Vaynshteyn,violin
Steve Hong,baritone
Josef Hofmann,piano
Hye-Woon Cho,violin
Jonathan Mendle,guitar
Dennis Edwards,vocalist
Rakefet Hak,piano
Plas Johnson,tenor saxophone
Captain Tim Healy,storyteller
Jin Suk Yu,violin
Hyun Uk Kim,piano
Kitty Cheatham,vocalist
Emily Strassner,piano
Dwight School: Students,unspecified
Brandon McReynolds,tenor
Rainer Zepperitz,double bass
Simon Crawford-Phillips,piano
Loretta Fleming,piano
Hyun Jung Joo,violin
Franco Motta,unspecified voice
Nenette Marchand,vocalist
Carles Campon,theremin|lap steel guitar
Rhys Morgan,tenor
Paul Sperry,tenor
Doryan Keilhack,piano
Joseph Passaro,timpani|violin|vibraphone|percussion|glockenspiel|xylophone
Kou Ishikawa,sho
Eun Kyung Oh,soprano
Shobana Ram,vocalist
Joseph Fair,bass
Donald Hopkins,violin
Yoshiko Okada,piano
Salome Bixby,unspecified voice
Heather Johnson,mezzo-soprano
Daniel Hoy,baritone
Wu Sha,cello
Helen Airoff,violin
Albert Markov,violin
Emmanuel Vukovich,violin
Angelos Hajipavlis,bouzouki
Matthais Naegele,cello
Shiyu Zhang,unspecified
Sarah H. Lee,piano
Robert Liedhecker,timpani
Eric Robins,trumpet
Andrei Bondarenko,baritone
Yuri Vodovoz,violin|viola
Alex De Grassi,guitar
John Marsh Bigelow,guitar|lute
Jennifer Dowdy,cello
Albert Cerulo,percussion
David Pittsinger,bass|bass-baritone
Veronica Zhang,violin
Julia Tanaka,vocalist
Earl Carlyss,violin
Joanne Bruno,soprano
Eike Wilm Schulte,bass|baritone
Lois Schaefer,flute
Kevin Crowe,tenor
Paolo Gallico,piano
Zhao Jiazhen,guqin
F. R. O'Brien,unspecified voice
Andrea Mason,flute
Pacien Mazzagatti,piano
Omar Sosa,piano
Tierney Sutton,vocalist
Franklin Holley,piano
Kenneth Slowik,cello|viola da gamba|viol
Marina Piccinini,flute|piccolo
Linda Haas,soprano
Christopher Costanzi,French horn
A.L. Guille,tenor
Gennaro M. Curci,piano
Bobby Sanabria,vocalist|drums
John Solheim,unspecified voice
Hannah Schatz,flute
Edward R. White Jr.,bass-baritone
Mrs. [first name unknown] Gregor,piano
Gabriel Goni,flute
Jane Park,piano
Monica Ramirez-Geymayr,soprano
Albertine La Belle,unspecified voice
Joe Romano,trumpet
Judith Gordon,piano
Kristine Hurst,soprano
Ruth Lo-Tak Yim,piano
Yonghoon Lee,tenor
Royal Harris,tenor
Adeline Knapp,contralto
Mikio Tsuji,guitar
Eric Zuber,piano
Kazuka Kataoka,piano
Sibylla Rubens,soprano
Marie Bitlloch,cello
Bharati Soman,soprano
Gianna Jenco,soprano
Irene Belikoff,unspecified voice
Jana Lukasova,violin
Kara Shay Thomson,soprano
Cesare Addimando,oboe|English horn
Sharla Nafziger,soprano
Imre Weisshaus,piano
Dov Keren,cantor
Martin Talty,unspecified voice
Wayne Lee,violin
Lisa-Beth Lambert,violin
Paolo Battaglia,bass
Sidney Foster,piano
Jack Boone,piano
Daniel Adam Maltz,piano
Edmund Morris,piano
Kyoung-Ah Kim,violin
Tigran Mekertchian,piano
Wally Bryson,electric guitar
Lillian Freundlich,piano
Marguerite Krause,contralto
Georgiana Bannister,soprano
Helen Scholder,cello
Armin Schotte,piano|organ
Anthony C. Baron,piano
Thomas Studebaker,tenor
Neil Farrell,tenor
Hugo Goldenzweig,piano
Rocco Costello,bagpipes
Martha Wright,vocalist
Daniel Perantoni,tuba
Scott Crowne,piano
Savannah Windham,violin
Elizabeth Joy Roe,piano|keyboard|harpsichord|sampler|celesta|harmonium
Vicky Stein,vocalist
Matthew Williams,vocalist|ukulele
Harris Poor,bass
Ron Loyd,baritone
Etta Zaccaria,guitar
Shirlee Emmons,soprano
Alan Hirner,vocalist
Jeanne Lewin,cello
Andrew Giordano,violin
Adolfo Gimenez,tenor
Rajeev Maddela,piano
Mrs. Carl E. Dufft,soprano
Carol Soyeun Jung,violin
Micah Yui,piano
Neil J. McDonald,tenor
Joan Sherman,soprano
Robert P. Oldham,piano|organ
Tyler Lindsay,trumpet
Madeleine Carabo-Cone,violin
John Dooley,double bass
Elena Christova,soprano
Mark Gaal,bass trombone|tenor trombone
Hiroshi Suzuki,piano
SeHee Kim,piano
William Washburne,tenor
Brianna Gallo,piano
German Caceres,oboe
Reverend [first name unknown] Santizky,unspecified voice
Garth Justice,percussion
Tami Waterman,cello
Hymie Schertzer,woodwinds
Michael Friedmann,piano
Thomas Bramerie,double bass
Edel Munoz,guitar
Fannie Levine,violin
Diana Jiang,piano
Regine Crespin,soprano
Alan Paul,vocalist
Walter Rosenberger,percussion|xylophone|wind machine
Jimmy Mora Silva,guitar|baroque guitar
Norman Treigle,bass|bass-baritone
Otoya Mizuki,baritone
Jesse Phillips,bass guitar
Julien Uhlig,baritone
June Carter,vocalist
Alex Camai,piano
Hermann Rannefeld,organ
Sachiko Hasegawa,piano
Michelle DeYoung,mezzo-soprano
E. A. Wendelken,unspecified voice
Sakura Iwata,piano
Alistair MacRae,cello
Sara Hong,piano
Kimmo Pohjonen,vocalist|accordion
John Yoo,unspecified
Jeremy Kesselman,oboe
June Alice Song,violin
Hugue-Annie Charles,piano
Surya Kumari,vocalist
Gerald Robinson,bassoon
Andrew Rader,countertenor
Luz del Alba,soprano
Kathleen Foster,viola
Anna Clarke,piano
Shahrokh Yadegari,electronics
Mikhail Smirnov,guitar|vocalist
Juanita Falls,mezzo-soprano
Misha Namirovsky,piano
Ozer Arkun,cello
Alexander Markov,violin
Meredith Ryan Packer,soprano
Maureen Nelson,violin
Sam Rosen,viola
Gabriel Eghizi,piano
Valerian Ruminski,bass
Aiko Ohashi,piano
Jean Burnside,contralto
Giacomo Monica,violin
Vania Chan,soprano
Andrey Gorbachov,balalaika
Rhiannon Banerdt,violin
Bob Lytle,tenor
Emily Howard,mezzo-soprano
Ivan Gomez,guitar
Newton See,boy soprano
Reid Harris,viola
Katie Fitzgerald,vocalist
Michael G. Finegold,flute
Ben Miller,piano
Wolfgang Rose,piano
Kari Ottesen,baroque cello
Judi Resnick,folk singer
Isidore Luckstone,piano
Alexis Arrington,flute|piccolo
Hui Xu,piano
Jadranka Jovanovic,mezzo-soprano
Holly Koncicki,piano
Claudio Rossi,accordion
Laurence Cummings,harpsichord
Theresa Merritt,vocalist
Laura Krumm,alto
John R. Raush,percussion
Shura Dvorine,piano
Anne Arkadij,mezzo-soprano
Gregory Mercer,tenor
Jose Pietri-Coimbre,bass|tenor|violin|baritone
Dong-Won Kim,percussion|janggu
Stephen Brown,piano
Tomoko Hashizume,piano
Alois Trnka,violin
Christopher Clarino,marimba
Kyuho Song,viola
Loy Ehrlich,flute|keyboard
Vladimir Pleshakov,piano
Sertab Erener,vocalist
Patricia Neely,violone|viol
Jong Mee Lee,soprano
Laszlo Boni,violin
M. Orphee Langevin,baritone
Yoshiro Kanda,double bass
Fabio Angelo Colajanni,flute|piccolo
Funda Cizmecioglu,violin
Hong Gao,pipa
Leora Rockowitz,soprano
Rudolf Schasching,tenor
Mary Carewe,vocalist
Joanna Jenner,violin
Nika Krikheli,trumpet
Frank A. Suchomel,piano
Dina Khamzina,mezzo-soprano
Grace Harrington,piano
Arne Pederson,boy solo unspecified
Bonita Bazar,soprano
Margaret Love,vocalist
David Kates,viola
Carolyn Bridger,piano
Ann Marisse,vocalist
Liam Devally,tenor
Zbigniew Pluzek,bassoon
Karla Flores,piano
Umi Garrett,piano
Monica Huggett,violin|baroque violin
Asher Zaccardelli,viola
Eri Nakamura,piano|sampler
Robert Oliver,bass
Renata Scotto,soprano
Jeffrey Furman,tuba
Glenn Alexander,guitar
Jill Williamson,French horn
Roger Muraro,piano
Matthias Glander,clarinet
Frederick Tillistrand,baritone
Al Hall,double bass
James A. Tavolario,piano
Anoushka Shankar,sitar
Samantha Green,piano
Meyer Kupferman,clarinet|soprano saxophone
Peter Kolkay,bassoon
Mary Tresvalles,harp
Dearbhla Brosnan,piano
Jung Hyun Noh,piano
Nadine Richardson,piano
Jeff Kievit,trumpet
Cesare Chiacchiaretta,bandoneon
Shiv Subramaniam,vocalist
Anna-Lisa Bjoerling,soprano
Jory Vinikour,piano|harpsichord
Randall Black,tenor
[first name unknown] Harrison,unspecified voice
Buster Smith,alto saxophone
Werner Landshoff,cello
Tabea Zimmermann,viola
Gabriel Engel,violin
Samuel De Palma,bass
Patrick Wong,clarinet
Joan Edwards,piano|vocalist
Chisato Mizuno,piano
Ian Petillo,drums
John Sandor,tenor
West Orange High School Women's Chorus,womens chorus
David Weber,clarinet
Eugene Kim,cello
Michael Brown,piano|tenor
Alexander Beridze,piano
Thomas Renzi,percussion
Al Hirt,trumpet
Boris Borisoff,vocalist
J. Wagner,flute
Gascia Ouzounian,violin
Pete Siers,drums
Ralph Fontenot,frottoir
Tim Webb,euphonium
Vanessa Weeks,cello
Lydia van der Swaagh,viola
Lucia Palmieri,soprano
Sarah Renberg,piano
Martha Strongin Katz,viola
Sarah Barnhard,soprano
Joe Bonnell,vocalist
Donald McBeath,violin
Elena Suliotis,soprano
Gordon Schermer,piano
Casey Lockwood,oboe
Maud Morgan,harp
Tsoline Hajian,piano
Hamilton Camp,vocalist
Gene Marvey,tenor
Carl Radle,double bass|bass guitar
Don Frye,piano
Paul Cortese,viola
Holly Walsh,soprano
R. F. Daley,vocalist
Oliver Lakota,trumpet|cornet
Genaro Santoro,piano
William J. Falk,piano|organ
Masahiro Takekawa,violin
Robert Yeager,tenor
Eduard Bakic,bass
Marta Kokolska,soprano
Alexander Saslavsky,violin
Dann Coakwell,tenor
Jan Tyler Andrus,tenor
Earl Yager,double bass
Anzal Gerber,cello
Christopher Ziemba,piano
Raffi,vocalist
Edvard Lieber,piano
Pierre d' Archambeau,violin
Frederick Staps,piano
Ferenc Tarjani,French horn
Charles J. Mahoney,tenor
Gloria Irizarry,unspecified
Hansheinz Schneeburger,violin
Carla Lopez Speziale,mezzo-soprano
Philip Reep,countertenor
Andrew Stuckey,baritone
Celimene Daudet,piano
Helen Reynolds,violin
Earl MacDonald,piano
Jerane Michel,castanets
Sami Merdinian,violin
Mario Fiorella,baritone
N.F. Jenkins,piano
Jorge Vidal,vocalist
David Heiss,cello
